index,Village_Area_Name,Beat Number,No of Crimes in Each Beat,UNITS,ASI,CHC,CPC,Crime Severity Weights of Beat
7137,RANICHANNAMMA NAGAR FIRST STAGE DHAVALESHWAR FARNANDIS HOUSE GARDEN CANARA BANK ATM BSNL OFFICE ROAD,44,6,Belagavi,114,320,699,20.0
7145,RAGHAVENDRA COLONY GARDEN ROAD AND JAIN MADIR ROAD R C NAGAR SECOND STAGE,47,5,Belagavi,114,320,699,16.0
7149,BASAVESHWAR BANK CROSS TO BEMCO CROSS KALMESHWAR COLONY IDGA KLE ENGINEERING COLLEGE MANGO MEADOWS,09,12,Belagavi,114,320,699,28.0
7159,RAYANNA NAGAR MAJAGAVI,17,11,Belagavi,114,320,699,28.0
7169,GAJANAN NAGAR HANDE CHAL MAJAGAVI,30,4,Belagavi,114,320,699,10.0
7173,WALMIKI GALLI AND TANAJI GALLI MAJAGAVI,20,9,Belagavi,114,320,699,16.0
7181,SHAKINA BAR ROAD TO BRAHMA NAGAR MAJAGAVI,18,13,Belagavi,114,320,699,20.0
7189,SANTH ROHIDAS COLONY FIFTH CROSS TO ELEVENTH CROSS UPTO GANESH TEMPLE,11,4,Belagavi,114,320,699,16.0
7193,DR B R AMBEDKAR GALLI MAJAGAVI,27,2,Belagavi,114,320,699,6.0
7195,HINDU NAGAR SAMBAJI ROAD RANA PRATAP ROAD MIDDLE AREA,43,5,Belagavi,114,320,699,10.0
7199,RANICHANNAMMA NAGAR FIRST STAGE CANARA BANK ATM TO AMBIKA BHEL CENTER GROUND TO UTSAV DOUBLE ROAD,45,5,Belagavi,114,320,699,20.0
7205,GANAPATI GALLI TO KANNADA SCHOOL No NINETEEN MAJAGAVI,22,4,Belagavi,114,320,699,20.0
7211,RANI CHANNAMMA NAGAR FIRST STAGE VASANT VIHAR COLONY JOSHI HOUSE ROAD TO NETREKAR HOUSE SBI BANK,53,4,Belagavi,114,320,699,16.0
7215,SUKHASHANTHI MANGAL KARYALAY TO KHADARAWADI CROSS ROAD MAHAVEER NAGAR,33,8,Belagavi,114,320,699,20.0
7223,KALMESHWAR NAGAR MAJAGAVI,28,10,Belagavi,114,320,699,20.0
7229,RANI CHANNAMMA NAGAR SECOND STAGE LAXMI MANDIR OPPOSITE JAIN MANDIR ROAD TO GURUPRASAD COLONY ROAD,49,3,Belagavi,114,320,699,16.0
7233,BANK OF BARODA ROAD TO SBI BANK ROAD UP TO PUJARI HOUSE AND INDUSTRIAL AREA,14,8,Belagavi,114,320,699,20.0
7241,YADAV COLONY K L E LEDISE HOSTEL,12,9,Belagavi,114,320,699,20.0
7249,MAJAGAVI CROSS TO SHAKINA BAR AND INDUSTRIAL AREA,16,7,Belagavi,114,320,699,20.0
7257,SBI BANK ROAD PUJARI HOUSE ROAD TO MAJAGAVI CROSS IDGA GOVT ITI COLLEGE INDUSTRIAL AREA,15,10,Belagavi,114,320,699,20.0
7265,RANI CHANNAMMA NAGAR SECOND STAGE SWAMINATH COLONY,54,2,Belagavi,114,320,699,10.0
7269,SHIVASHAKTHI NAGAR ANAGOL,07,8,Belagavi,114,320,699,20.0
7277,MAHAVEER NAGAR VITHAT MANDIR SURROUNDING AREA MAJAGAVI,31,5,Belagavi,114,320,699,20.0
7283,HANUMAN WADI MAJAGAVI,19,6,Belagavi,114,320,699,18.0
7289,SANT DNYANESHWAR NAGAR MAJAGAVI,29,1,Belagavi,114,320,699,4.0
7291,RANI CHANNAMMA NAGAR SECOND STAGE JAIN MANDIR DIFENCE COLONY SHRINIVAS COLONY KOLAKAR HOUSE,55,4,Belagavi,114,320,699,16.0
7295,GANGAI GALLI AND MAHAVEER GALLI MAJAGAVI,24,7,Belagavi,114,320,699,22.0
7303,RAJARAM NAGAR FIRST STAGE THIRD CROSS UP TO MOB ANAND GUJANAL HOUSE AND SIDE CROSS,37,3,Belagavi,114,320,699,20.0
7309,THIRD RAILWAY GATE TO MANGO MEADOWS CROSS BASAVESHWAR BANK,08,13,Belagavi,114,320,699,22.0
7319,BABU CANTEEN TO BEMCO CROSS KHANAPUR ROAD,39,11,Belagavi,114,320,699,20.0
7327,SANTH ROHIDAS COLONY FIRST CROSS TO FOURTH CROSS,10,6,Belagavi,114,320,699,20.0
7333,bhamanwadi,BHIMS HOSPITAL BELAGAVI,1,Belagavi,114,320,699,6.0
7335,MANDOLI ROAD,OUT OF POLICE STATION,1,Belagavi,114,320,699,4.0
7337,RANI CHANNAMMA NAGAR FIRST STAGE AMBIKA BHEL PURI CENTER TO APOLO PHARMACY Dr RAO HOUSE JITURI SHOP,46,4,Belagavi,114,320,699,16.0
7343,PATIL GALLI GANGAI GALLI JAIN BASADI AREA AND MARATHI SCHOOL MAJAGAVI,25,3,Belagavi,114,320,699,20.0
7349,PUJAR GALLI AND PARAMAJ GALLI MAJAGAVI,26,8,Belagavi,114,320,699,24.0
7359,RANI CHANNAMMA NAGAR FIRST STAGE KRISHNA COLONY VASANT VIHAR COLONY AND JOSHI HOUSE ROAD,52,2,Belagavi,114,320,699,16.0
7363,RANI CHANNAMMA NAGAR FIRST STAGE SREERAM COLONY,51,1,Belagavi,114,320,699,6.0
7365,RANI CHANNAMMA NAGAR SECOND STAGE SURROUNDING OF LAXMI TEMPLE AREA UP TO KANNADA GOVT SCHOOL AREA,50,2,Belagavi,114,320,699,16.0
7369,MAJAGAVI AREA,BEAT,2,Belagavi,114,320,699,8.0
7373,KOKATANUR,04,20,Belagavi,114,320,699,28.0
7383,KOHALLI,08,23,Belagavi,114,320,699,30.0
7395,KHOTNATTI,05,17,Belagavi,114,320,699,28.0
7403,RAMTIRATH,02,22,Belagavi,114,320,699,28.0
7413,AIGALI,01,27,Belagavi,114,320,699,30.0
7425,BADACHI,07,30,Belagavi,114,320,699,30.0
7437,PADATARAWADI,03,17,Belagavi,114,320,699,20.0
7445,YALLAMMAWADI,13,18,Belagavi,114,320,699,20.0
7453,BADACHI,22,17,Belagavi,114,320,699,28.0
7463,CHAMAKERI,29,12,Belagavi,114,320,699,20.0
7469,KOHALLI,26,21,Belagavi,114,320,699,28.0
7479,DESARAHATTI,21,13,Belagavi,114,320,699,20.0
7485,YALIHADALAGI,25,19,Belagavi,114,320,699,28.0
7495,KOKATANUR,14,23,Belagavi,114,320,699,22.0
7505,PADATARAWADI,09,14,Belagavi,114,320,699,20.0
7513,ADALAHATTI,28,12,Belagavi,114,320,699,28.0
7521,ARATAL,11,10,Belagavi,114,320,699,22.0
7531,ZUNJARAWAD,17,9,Belagavi,114,320,699,20.0
7537,ADAHALLI,27,18,Belagavi,114,320,699,20.0
7545,HALALLI,10,17,Belagavi,114,320,699,22.0
7555,YANKACHI,24,13,Belagavi,114,320,699,22.0
7563,KODAGANUR,19,18,Belagavi,114,320,699,28.0
7571,BURLATTI,23,9,Belagavi,114,320,699,20.0
7577,BADAGI,12,13,Belagavi,114,320,699,20.0
7585,KHOTANATTI,20,12,Belagavi,114,320,699,22.0
7595,BYADARAHATTI,30,9,Belagavi,114,320,699,28.0
7603,DABADABAHATTI,18,8,Belagavi,114,320,699,20.0
7609,KOKATANUR,15,14,Belagavi,114,320,699,22.0
7619,HARUGERI,06,11,Belagavi,114,320,699,20.0
7627,SUTTATTI,16,12,Belagavi,114,320,699,30.0
7639,KAGAWAD,OTHER,2,Belagavi,114,320,699,10.0
7641,ANKALAGI,1,27,Belagavi,114,320,699,30.0
7653,KUNDARAGI,5,12,Belagavi,114,320,699,22.0
7663,BUDIHAL,2,12,Belagavi,114,320,699,22.0
7673,AKKATANGERHAL,4,13,Belagavi,114,320,699,28.0
7683,URUBINAHATTI,6,13,Belagavi,114,320,699,22.0
7693,PANJANAHATTI,3,13,Belagavi,114,320,699,28.0
7703,LAGAMESHWAR,10,12,Belagavi,114,320,699,20.0
7711,MUSALMARI,22,8,Belagavi,114,320,699,28.0
7721,Dasanatti,23,6,Belagavi,114,320,699,20.0
7729,SULADAL,8,5,Belagavi,114,320,699,28.0
7737,Madawal,17,14,Belagavi,114,320,699,22.0
7747,Benachinamaradi,27,6,Belagavi,114,320,699,20.0
7753,Dum.Urabinatti,20,5,Belagavi,114,320,699,20.0
7759,Kundaragi,24,12,Belagavi,114,320,699,30.0
7771,Rajanakatti,11,11,Belagavi,114,320,699,22.0
7781,Iranatti,16,12,Belagavi,114,320,699,20.0
7789,Akkatangerahal,19,4,Belagavi,114,320,699,20.0
7797,Mallapur SA,21,10,Belagavi,114,320,699,30.0
7809,Panjanatti,12,8,Belagavi,114,320,699,22.0
7819,Urabinahatti,25,10,Belagavi,114,320,699,20.0
7827,Akkatangerahal,18,15,Belagavi,114,320,699,30.0
7839,SULADAL,7,11,Belagavi,114,320,699,20.0
7847,NELAGANTI,9,10,Belagavi,114,320,699,16.0
7855,Telaginahatti,15,7,Belagavi,114,320,699,20.0
7863,Gaddiholi,28,2,Belagavi,114,320,699,10.0
7867,Shigiholi,26,2,Belagavi,114,320,699,16.0
7871,Dawalatti,13,4,Belagavi,114,320,699,16.0
7877,Gada,14,4,Belagavi,114,320,699,20.0
7883,MANJARI,07,20,Belagavi,114,320,699,30.0
7895,SARJERAO NAGAR,00,138,Belagavi,114,320,699,274.0
7999,KADAPUR,04,18,Belagavi,114,320,699,28.0
8009,KERUR,05,13,Belagavi,114,320,699,20.0
8017,MANJARI,02,11,Belagavi,114,320,699,20.0
8025,ANKALI,01,24,Belagavi,114,320,699,30.0
8037,KERUR,08,16,Belagavi,114,320,699,22.0
8047,INGALI,03,11,Belagavi,114,320,699,20.0
8053,KALLOL,06,10,Belagavi,114,320,699,28.0
8063,Anantapur,01,95,Belagavi,114,320,699,96.0
8097,SATTI,03,68,Belagavi,114,320,699,100.0
8137,KIRANAGI,12,58,Belagavi,114,320,699,116.0
8181,DEVARRADDERATTI,0214,21,Belagavi,114,320,699,30.0
8193,ABBIHAL,0114,30,Belagavi,114,320,699,30.0
8205,HULGABALI,0314,19,Belagavi,114,320,699,30.0
8217,GATANATTI,04,41,Belagavi,114,320,699,118.0
8257,KALLOTTI,02,58,Belagavi,114,320,699,102.0
8295,SANKONAHATTI,14,18,Belagavi,114,320,699,22.0
8305,NADI INGAGON,0414,21,Belagavi,114,320,699,30.0
8317,BALAVAD,9,12,Belagavi,114,320,699,20.0
8325,Kallotti,05,61,Belagavi,114,320,699,98.0
8363,Devar Radderahatti,08,89,Belagavi,114,320,699,176.0
8419,Shankarahatti,10,57,Belagavi,114,320,699,128.0
8461,SATTI,13,72,Belagavi,114,320,699,138.0
8513,Kavatakoppa,09,53,Belagavi,114,320,699,98.0
8549,Masaraguppi,07,51,Belagavi,114,320,699,110.0
8585,Madabhanvi,06,79,Belagavi,114,320,699,130.0
8633,Dodawad,11,60,Belagavi,114,320,699,112.0
8673,khilegaon,Khilagaon,3,Belagavi,114,320,699,10.0
8677,GADIKARVINKOPPA,08,33,Belagavi,114,320,699,42.0
8695,BAILHONGAL,z,115,Belagavi,114,320,699,158.0
8755,ANIGOL,06,29,Belagavi,114,320,699,64.0
8777,SAMPAGAV,07,50,Belagavi,114,320,699,82.0
8811,ARVALLI,12,55,Belagavi,114,320,699,100.0
8851,GARJUR,11,33,Belagavi,114,320,699,68.0
8877,GARJUR,10,25,Belagavi,114,320,699,42.0
8895,KALLUR,14,13,Belagavi,114,320,699,40.0
8911,BHANVIHAL,16,27,Belagavi,114,320,699,60.0
8929,GANIKOPP,19,21,Belagavi,114,320,699,48.0
8945,BAILHONGAL TOWN,04,45,Belagavi,114,320,699,30.0
8957,DEVALAPUR,09,31,Belagavi,114,320,699,40.0
8973,SAMPAGON,13,26,Belagavi,114,320,699,50.0
8993,SANGOLLI,05,19,Belagavi,114,320,699,42.0
9011,GIRAYAL KARIYAT BAGEWADI,17,29,Belagavi,114,320,699,60.0
9033,GADDIKARVIKOPPA,15,18,Belagavi,114,320,699,42.0
9047,NAVALAGATTI,18,20,Belagavi,114,320,699,68.0
9073,SRIPEWADI,4,20,Belagavi,114,320,699,32.0
9089,NIPANI CHIKODI ROAD MAHAT GUDAWN NEAR,Improved Beat  No  I,9,Belagavi,114,320,699,30.0
9101,NIPANI CHIKODI ROAD JATRATVES LATRIN NEAR,1,23,Belagavi,114,320,699,20.0
9109,YAMAGARNI VILLAGE AREA,5,26,Belagavi,114,320,699,48.0
9127,CHIKKALWAL VILLAGE,2,26,Belagavi,114,320,699,58.0
9147,LAKANAPUR NEAR,3,38,Belagavi,114,320,699,62.0
9171,Shivabasav Nagar,30,1,Belagavi,114,320,699,0.0
9173,Hanabar Galli,17,2,Belagavi,114,320,699,10.0
9177,Rohidas Nagar,35,1,Belagavi,114,320,699,4.0
9179,Shanediwane Galli Nippani,20,1,Belagavi,114,320,699,4.0
9181,BUS STAND DHARAWAD,0,1,Belagavi,114,320,699,6.0
9183,Walmiki Nagar Nippani,16,3,Belagavi,114,320,699,14.0
9189,Hudco colony,31,1,Belagavi,114,320,699,4.0
9191,Yamagarni Two,10,5,Belagavi,114,320,699,16.0
9197,Yamagarni One,9,6,Belagavi,114,320,699,22.0
9205,Nanganur One,11,2,Belagavi,114,320,699,14.0
9209,Jatratves One,13,2,Belagavi,114,320,699,14.0
9213,Nanganur Two,12,1,Belagavi,114,320,699,10.0
9215,Jatrat Two,6,2,Belagavi,114,320,699,6.0
9217,Khanapur police station limits,Khanapur PS,3,Belagavi,114,320,699,14.0
9223,Bailhongal police station limits,Bailahongal PS,2,Belagavi,114,320,699,8.0
9227,Soundatti police station limits,Soundatti PS,2,Belagavi,114,320,699,8.0
9231,Ankali police station limits,Ankali PS,1,Belagavi,114,320,699,8.0
9233,Athani police station limits,Athani PS,4,Belagavi,114,320,699,14.0
9239,Raibag police station limits,Raibag PS,3,Belagavi,114,320,699,12.0
9245,Ramadurga police station limits,Ramadurga PS,2,Belagavi,114,320,699,8.0
9249,Sankeshwar police station limits,Sankeshwar PS,2,Belagavi,114,320,699,14.0
9253,Mudalgi police station limits,Mudalgi PS,1,Belagavi,114,320,699,8.0
9255,Chikkodi police station limits,Chikkodi PS,2,Belagavi,114,320,699,8.0
9259,Ghataprabha police station limits,Ghataprabha PS,2,Belagavi,114,320,699,12.0
9263,Nippani Town police station limits,Nippani Town PS,1,Belagavi,114,320,699,8.0
9265,Nippani Rural police station limits,Nippani Rural PS,1,Belagavi,114,320,699,8.0
9267,Kagwad police station limits,Kagwad PS,1,Belagavi,114,320,699,8.0
9269,Doddawad police station limits,Doddawad PS,2,Belagavi,114,320,699,8.0
9273,Agali Police station limits,Agali PS,1,Belagavi,114,320,699,8.0
9275,Hukkeri police station limits,Hukkeri PS,3,Belagavi,114,320,699,14.0
9281,Gokak Rural police station limits,Gokak Rural PS,3,Belagavi,114,320,699,12.0
9287,Yamakanmaradi police station limits,Yamakanmardi PS,5,Belagavi,114,320,699,18.0
9295,Sadalaga police station limits,Sadalaga PS,1,Belagavi,114,320,699,8.0
9297,Kittur police station limits,Kittur PS,4,Belagavi,114,320,699,12.0
9303,Nandagad police station limits,Nandagad PS,1,Belagavi,114,320,699,8.0
9305,Kudachi police station limits,Kudachi PS,2,Belagavi,114,320,699,8.0
9309,Kulgod police station limits,Kulgod PS,1,Belagavi,114,320,699,8.0
9311,Murgod police station limits,Murgod PS,2,Belagavi,114,320,699,14.0
9315,Nesargi police station limits,Nesargi PS,2,Belagavi,114,320,699,4.0
9319,Khadakalat police station limits,Khadakalat PS,2,Belagavi,114,320,699,8.0
9323,Gokak Town police station limits,Gokak Town PS,1,Belagavi,114,320,699,8.0
9325,Harugeri police station limits,Harugeri PS,3,Belagavi,114,320,699,18.0
9331,Katkol police station limits,Katkol PS,2,Belagavi,114,320,699,6.0
9335,Ghataprabha PS Limits,12,1,Belagavi,114,320,699,10.0
9337,Yamakanamaradi,35,1,Belagavi,114,320,699,10.0
9339,NESARAGI,27,1,Belagavi,114,320,699,10.0
9341,Nippani,29,1,Belagavi,114,320,699,10.0
9343,AIGALI PS Limits,1,1,Belagavi,114,320,699,10.0
9345,CHIKKODI,9,1,Belagavi,114,320,699,10.0
9347,OTHER,OTHER,1,Belagavi,114,320,699,10.0
9349,Bailahongal,Bailahongal,1,Belagavi,114,320,699,10.0
9351,UMARANI,07,11,Belagavi,114,320,699,22.0
9361,HOSAPETH GALLI,03,45,Belagavi,114,320,699,84.0
9389,MIRAPURAHATTI,02,77,Belagavi,114,320,699,108.0
9431,KABBUR,01,46,Belagavi,114,320,699,58.0
9453,BUS STAND,04,31,Belagavi,114,320,699,30.0
9465,KAMATYANATTI,05,11,Belagavi,114,320,699,20.0
9471,BIDAROLLI,13,10,Belagavi,114,320,699,28.0
9481,KARAGAV,22,17,Belagavi,114,320,699,20.0
9489,AMBEDKAR NAGAR CHIKODI,1,38,Belagavi,114,320,699,36.0
9503,TORANAHALLI,10,11,Belagavi,114,320,699,20.0
9511,BELAKUD,25,16,Belagavi,114,320,699,22.0
9519,WADRAL,14,13,Belagavi,114,320,699,20.0
9525,NAGARAL,7,18,Belagavi,114,320,699,28.0
9533,ITNAL,28,10,Belagavi,114,320,699,20.0
9539,KAMATENATTI,17,10,Belagavi,114,320,699,20.0
9547,BENNIHALLI,36,5,Belagavi,114,320,699,20.0
9553,JAINAPUR,9,16,Belagavi,114,320,699,28.0
9563,KUNGATOLLI,21,11,Belagavi,114,320,699,22.0
9571,KAROSHI,19,19,Belagavi,114,320,699,30.0
9583,KARAGAON,23,12,Belagavi,114,320,699,20.0
9589,NAGARAMUNNOLLI,32,18,Belagavi,114,320,699,20.0
9595,SBI COLONY,4,8,Belagavi,114,320,699,20.0
9601,BELAGALI,34,4,Belagavi,114,320,699,10.0
9607,JODAKURALI,27,18,Belagavi,114,320,699,30.0
9619,NAGARAMUNNOLLI,33,13,Belagavi,114,320,699,22.0
9629,HOSAPETHAGALLI,3,18,Belagavi,114,320,699,20.0
9637,CHINCHANI,8,16,Belagavi,114,320,699,30.0
9649,UMARANI,24,15,Belagavi,114,320,699,30.0
9661,MAJALATTI,15,10,Belagavi,114,320,699,20.0
9667,HATTARAWAT,12,10,Belagavi,114,320,699,20.0
9673,KAROSHI,20,13,Belagavi,114,320,699,28.0
9683,HIREKODI,5,23,Belagavi,114,320,699,20.0
9691,DONAWAD,35,8,Belagavi,114,320,699,20.0
9697,HANCHINAL K K,26,5,Belagavi,114,320,699,20.0
9703,KABBUR,29,4,Belagavi,114,320,699,12.0
9709,MUGALI,18,7,Belagavi,114,320,699,28.0
9717,KHAJAGOUDNAHATTI,16,10,Belagavi,114,320,699,20.0
9723,POGATYANATTI,40,6,Belagavi,114,320,699,20.0
9729,BIDAROLLI,11,8,Belagavi,114,320,699,20.0
9735,BUS STAND,04,5,Belagavi,114,320,699,12.0
9739,HIREKODI,03,5,Belagavi,114,320,699,12.0
9743,KAROSHI,01,4,Belagavi,114,320,699,12.0
9747,BASAVESWAR NAGAR,02,4,Belagavi,114,320,699,12.0
9751,JODAKURALI,05,2,Belagavi,114,320,699,6.0
9753,BUDRAKATTI,04,7,Belagavi,114,320,699,20.0
9761,DODAWAD,01,20,Belagavi,114,320,699,28.0
9771,SIDDASAMUDRA,05,19,Belagavi,114,320,699,28.0
9781,BELAVADI,02,14,Belagavi,114,320,699,30.0
9793,KHODANPUR,03,11,Belagavi,114,320,699,20.0
9801,UDIKERI,06,15,Belagavi,114,320,699,30.0
9813,PATTIHAL KB,07,8,Belagavi,114,320,699,20.0
9821,GUDIKATTI,08,5,Belagavi,114,320,699,4.0
9825,KHODANPUR,09,16,Belagavi,114,320,699,28.0
9835,PATTIHAL K B,22,12,Belagavi,114,320,699,20.0
9843,SAVATAGI,24,14,Belagavi,114,320,699,22.0
9853,BIDRAGADDI,17,9,Belagavi,114,320,699,22.0
9863,MUGABASAV,20,7,Belagavi,114,320,699,22.0
9873,HIREBELLIKATTI,11,8,Belagavi,114,320,699,22.0
9881,BUDRAKATTI,12,16,Belagavi,114,320,699,28.0
9891,BUDRAKATTI,13,8,Belagavi,114,320,699,20.0
9899,UDIKERI,19,7,Belagavi,114,320,699,20.0
9907,KHODANPUR,10,13,Belagavi,114,320,699,30.0
9919,GUDIUKATTI,28,6,Belagavi,114,320,699,22.0
9929,KADASAGATTI,14,8,Belagavi,114,320,699,20.0
9937,BUDIHAL,21,6,Belagavi,114,320,699,20.0
9945,GOVANAKOPPA,25,13,Belagavi,114,320,699,28.0
9955,SIDDASAMUDRA,15,10,Belagavi,114,320,699,22.0
9965,GOVANKOPPA,26,2,Belagavi,114,320,699,14.0
9969,UDIKERI,18,14,Belagavi,114,320,699,28.0
9979,PATTIHAL K B,23,10,Belagavi,114,320,699,20.0
9987,CHIKKABELLIKATTI,27,6,Belagavi,114,320,699,20.0
9995,SIDDASAMUDRA,16,2,Belagavi,114,320,699,6.0
9997,KALLOLLI,5,25,Belagavi,114,320,699,30.0
10009,MALLAPUR PG,1,33,Belagavi,114,320,699,30.0
10021,DURADUNDI,3,17,Belagavi,114,320,699,28.0
10031,ARABHAVI,4,27,Belagavi,114,320,699,30.0
10043,SHINGALAPUR,6,7,Belagavi,114,320,699,20.0
10051,RAJAPUR,2,27,Belagavi,114,320,699,30.0
10063,NALLANATTI,7,17,Belagavi,114,320,699,30.0
10075,SAVALAGI,8,18,Belagavi,114,320,699,28.0
10085,GANESHAWADI,12,11,Belagavi,114,320,699,20.0
10093,BEERANAGADDI,25,14,Belagavi,114,320,699,22.0
10103,RAJAPUR,9,21,Belagavi,114,320,699,30.0
10115,ARABHAVI,15,28,Belagavi,114,320,699,30.0
10127,SHINDIKURABET,16,25,Belagavi,114,320,699,30.0
10139,KALLOLI,18,26,Belagavi,114,320,699,22.0
10149,TUKKANATTI,21,27,Belagavi,114,320,699,30.0
10161,DURADUNDI,10,19,Belagavi,114,320,699,22.0
10171,LOLASUR,22,15,Belagavi,114,320,699,22.0
10181,SHINGALAPUR,23,13,Belagavi,114,320,699,30.0
10193,HUNASHAL PG,26,19,Belagavi,114,320,699,28.0
10203,SANGANAKERI,13,14,Belagavi,114,320,699,28.0
10213,NALLANATTI,27,11,Belagavi,114,320,699,22.0
10223,BASALIGUNDI,24,8,Belagavi,114,320,699,20.0
10231,MUTNAL,30,5,Belagavi,114,320,699,14.0
10237,NANDAGANV,31,12,Belagavi,114,320,699,20.0
10243,OLD SANGANAKERI,14,10,Belagavi,114,320,699,28.0
10253,GANDI NAGAR KALLOLI,19,11,Belagavi,114,320,699,20.0
10261,BALUBAL,28,12,Belagavi,114,320,699,20.0
10267,KHANAPUR,32,6,Belagavi,114,320,699,16.0
10273,SAVALAGI,29,4,Belagavi,114,320,699,14.0
10279,HANAMAPUR,20,1,Belagavi,114,320,699,0.0
10281,MALADINNI,2,22,Belagavi,114,320,699,30.0
10293,KONNUR,10,21,Belagavi,114,320,699,28.0
10303,BENACHINAMARADI,3,31,Belagavi,114,320,699,30.0
10315,CHIKKANANDI,4,20,Belagavi,114,320,699,30.0
10327,MELAMATTI,9,22,Belagavi,114,320,699,30.0
10339,MIDAKANATTI,8,26,Belagavi,114,320,699,30.0
10351,KANAGANV,7,16,Belagavi,114,320,699,20.0
10359,shilatibanvi,5,18,Belagavi,114,320,699,22.0
10369,ADIBATTI,1,17,Belagavi,114,320,699,28.0
10379,KANASAGERI,6,18,Belagavi,114,320,699,30.0
10391,Devagoudanahatti,22,10,Belagavi,114,320,699,22.0
10401,Gudanatti,23,8,Belagavi,114,320,699,20.0
10409,Midakanahatti,26,9,Belagavi,114,320,699,22.0
10419,Chikkanandi,11,18,Belagavi,114,320,699,30.0
10431,Godachinamalki,28,10,Belagavi,114,320,699,28.0
10441,Makkalageri,15,19,Belagavi,114,320,699,30.0
10453,Hirenandi,12,23,Belagavi,114,320,699,30.0
10465,Khanaganv,20,18,Belagavi,114,320,699,30.0
10477,Kaitnal,19,12,Belagavi,114,320,699,20.0
10485,Kadabagatti,17,13,Belagavi,114,320,699,22.0
10495,Konnur,29,25,Belagavi,114,320,699,30.0
10507,Tavag,18,18,Belagavi,114,320,699,30.0
10519,Shiltibanvi,16,13,Belagavi,114,320,699,30.0
10531,Melmanahatti,30,15,Belagavi,114,320,699,30.0
10543,Ko Shivapur,31,11,Belagavi,114,320,699,28.0
10553,Nabapur,21,10,Belagavi,114,320,699,22.0
10561,Dundyanatti,13,13,Belagavi,114,320,699,22.0
10571,Maradimat,32,10,Belagavi,114,320,699,20.0
10579,Manikawadi,34,15,Belagavi,114,320,699,30.0
10591,Hirehatti,14,14,Belagavi,114,320,699,22.0
10601,Naikwadi,33,10,Belagavi,114,320,699,20.0
10609,Kesappanatti,25,11,Belagavi,114,320,699,28.0
10619,Gilihosur,24,3,Belagavi,114,320,699,10.0
10623,Elapatti,27,2,Belagavi,114,320,699,6.0
10627,HOSAPETH GALLI,3,30,Belagavi,114,320,699,30.0
10639,CHANAMMA NAGAR,5,33,Belagavi,114,320,699,30.0
10651,KILLA,2,44,Belagavi,114,320,699,30.0
10663,BASAV NAGAR,4,32,Belagavi,114,320,699,30.0
10675,AMBIGER GALLI,1,30,Belagavi,114,320,699,30.0
10687,FALLS,6,19,Belagavi,114,320,699,30.0
10699,HARUGERI,1,35,Belagavi,114,320,699,30.0
10711,HANDIGUND,6,16,Belagavi,114,320,699,20.0
10719,MUGALAKHOD,4,24,Belagavi,114,320,699,28.0
10729,PALABANVI,5,21,Belagavi,114,320,699,28.0
10739,HIDKAL,7,24,Belagavi,114,320,699,30.0
10751,ALAGAWADI,8,24,Belagavi,114,320,699,30.0
10763,ALAKHANUR,2,26,Belagavi,114,320,699,30.0
10775,KOLIGUDD,3,23,Belagavi,114,320,699,22.0
10785,ITNAL,24,16,Belagavi,114,320,699,30.0
10797,HANDIGUND,22,18,Belagavi,114,320,699,30.0
10809,YABARATTI,9,12,Belagavi,114,320,699,20.0
10817,MUGALAKHOD,15,24,Belagavi,114,320,699,28.0
10827,PALABHANVI,19,16,Belagavi,114,320,699,22.0
10837,KAPPALAGUDDI,21,14,Belagavi,114,320,699,20.0
10845,HIDKAL,12,26,Belagavi,114,320,699,30.0
10857,MUGALAKHOD,16,20,Belagavi,114,320,699,30.0
10869,SAVASUDDI,26,18,Belagavi,114,320,699,22.0
10879,ALAGAWADI,10,18,Belagavi,114,320,699,22.0
10889,SULTANAPUR,20,15,Belagavi,114,320,699,22.0
10899,KHANADAL,14,19,Belagavi,114,320,699,28.0
10909,HANDIGUDN,23,14,Belagavi,114,320,699,22.0
10919,HIDKAL,13,17,Belagavi,114,320,699,20.0
10927,MARAKUDI,18,2,Belagavi,114,320,699,16.0
10931,MUGALKHOD,17,14,Belagavi,114,320,699,20.0
10939,ITNL,25,11,Belagavi,114,320,699,22.0
10947,SAVASUDDI,27,15,Belagavi,114,320,699,28.0
10955,BASTAWAD,28,11,Belagavi,114,320,699,28.0
10965,ALAGAWADI,11,14,Belagavi,114,320,699,28.0
10975,RAXI,07,17,Belagavi,114,320,699,28.0
10985,BELLADA BAGEWADI,05,12,Belagavi,114,320,699,22.0
10995,AWARAGOL,08,13,Belagavi,114,320,699,28.0
11003,HUKKERI,01,34,Belagavi,114,320,699,30.0
11015,SHIRAHATTI B K,10,15,Belagavi,114,320,699,30.0
11025,GUDAS,06,17,Belagavi,114,320,699,22.0
11035,YADAGUD,09,15,Belagavi,114,320,699,28.0
11043,YALLIMUNNOLI,02,26,Belagavi,114,320,699,30.0
11055,ARJUNAWAD,03,23,Belagavi,114,320,699,30.0
11067,MADIHALLI,04,14,Belagavi,114,320,699,22.0
11077,ARAJUNWAD,14,15,Belagavi,114,320,699,30.0
11087,YELIMUNNOLI,11,13,Belagavi,114,320,699,28.0
11097,BELLADBAGEWADI,22,14,Belagavi,114,320,699,28.0
11107,SULTANPUR,35,3,Belagavi,114,320,699,20.0
11113,SHIRAHATTI B.K,40,13,Belagavi,114,320,699,28.0
